cave,country,countryCode,county,id,latitude,locations,longitude,name,names,region,riggings,massifs,massif
Black Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Dent County,89986,37.73800397,,-91.80457072,Black Cave,Black Cave,Missouri,,,
Fishwater Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Dent County,89987,37.7411937,,-91.42144192,Fishwater Cave,Fishwater Cave,Missouri,,,
Greene Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Franklin County,90012,38.24471942,,-91.06997482,Greene Cave,Greene Cave,Missouri,,,
Jacobs Well Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Franklin County,90013,38.53639,,-91.34639,Jacobs Well Cave,Jacobs Well Cave,Missouri,,,
Wildcat Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Franklin County,90028,38.21271467,,-91.11778554,Wildcat Cave,Wildcat Cave,Missouri,,,
Money Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Dent County,89990,37.75141,,-91.424146,Money Cave,Money Cave,Missouri,,,
Ozark Acres Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Franklin County,90030,38.3056,,-91.3667,Ozark Acres Cave,Ozark Acres Cave,Missouri,,,
Bat Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90031,37.283751,,-93.336797,Bat Cave,Bat Cave,Missouri,,,
Saltpeter Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Dent County,89993,37.756296,,-91.446762,Saltpeter Cave,Saltpeter Cave,Missouri,,,
Bonar Spring Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90033,37.177012,,-93.132616,Bonar Spring Cave,Bonar Spring Cave,Missouri,,,
Watson Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Dent County,89995,37.784724,,-91.458993,Watson Cave,Watson Cave,Missouri,,,
Boy Scout Cave #2,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90035,37.110606,,-93.249078,Boy Scout Cave #2,Boy Scout Cave #2,Missouri,,,
Honey Branch Cave #1,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Douglas County,89997,37.00149,,-92.895069,Honey Branch Cave #1,Honey Branch Cave #1,Missouri,,,
Campbell 16 Sink,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90037,37.141298,,-93.295695,Campbell 16 Sink,Campbell 16 Sink,Missouri,,,
Leroy Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Douglas County,89999,36.82556,,-92.39194,Leroy Cave,Leroy Cave,Missouri,,,
Carver Mine,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90038,37.16479,,-93.348897,Carver Mine,Carver Mine,Missouri,,,
Castle Hill Spring and Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90039,37.28271,,-93.319073,Castle Hill Spring and Cave,Castle Hill Spring and Cave,Missouri,,,
Cave Spring Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90040,37.35167,,-93.464298,Cave Spring Cave,Cave Spring Cave,Missouri,,,
CBC Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90041,37.254572,,-93.293386,CBC Cave,CBC Cave,Missouri,,,
Cemetary Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90042,37.194421,,-93.135373,Cemetary Cave,Cemetary Cave,Missouri,,,
Chase Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90043,37.139083,,-93.294729,Chase Cave,Chase Cave,Missouri,,,
Cherry Street Sink,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90044,37.202372,,-93.228006,Cherry Street Sink,Cherry Street Sink,Missouri,,,
Clear Creek Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90045,37.259025,,-93.443699,Clear Creek Cave,Clear Creek Cave,Missouri,,,
Coffin Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90046,37.275551,,-93.303988,Coffin Cave,Coffin Cave,Missouri,,,
Country Club Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90047,37.205914,,-93.214897,Country Club Cave,Country Club Cave,Missouri,,,
Cozy Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90048,37.279514,,-93.302718,Cozy Cave,Cozy Cave,Missouri,,,
Creighton Hollow Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90049,37.160692,,-93.211269,Creighton Hollow Cave,Creighton Hollow Cave,Missouri,,,
Crevice Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90050,37.279418,,-93.302706,Crevice Cave,Crevice Cave,Missouri,,,
Cricket Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90051,37.260187,,-93.310618,Cricket Cave,Cricket Cave,Missouri,,,
Crystal Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90052,37.325721,,-93.262543,Crystal Cave,Crystal Cave,Missouri,,,
Devil's Den Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90053,37.27798,,-93.338664,Devil's Den Cave,Devil's Den Cave,Missouri,,,
Devil's Slide Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90054,37.274048,,-93.304191,Devil's Slide Cave,Devil's Slide Cave,Missouri,,,
Ditch Spring Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90055,37.179118,,-93.190327,Ditch Spring Cave,Ditch Spring Cave,Missouri,,,
Doling City Park Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90056,37.25836252,,-93.28766806,Doling City Park Cave,Doling City Park Cave,Missouri,,,
Eerie Street Sink,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90057,37.155631,,-93.300748,Eerie Street Sink,Eerie Street Sink,Missouri,,,
Fantastic Caverns,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90058,37.287899,,-93.359585,Fantastic Caverns,Fantastic Caverns,Missouri,,,
Fantastic Collapse Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Greene County,90059,37.289146,,-93.356795,Fantastic Collapse Cave,Fantastic Collapse Cave,Missouri,,,
FF and Blue Spring Sink Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Christian County,90060,37.094929,,-93.369456,FF and Blue Spring Sink Cave,FF and Blue Spring Sink Cave,Missouri,,,
